CustomerID,Age,Income,EmploymentStatus,LoanProduct,LoanAmount,RepaymentHistory,Frequency,Recency,Monetary,LoanTaken,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,AgeGroup,IncomeBracket
994,23,45416,1,1,429567,2,5,9,31654,0,2,1,1,4,Low,1,1
995,27,21814,1,0,65693,1,1,11,169217,1,1,1,2,4,Low,2,1
996,22,98537,0,1,298577,1,13,11,56529,0,1,3,1,5,Low,1,3
997,40,70258,0,0,79797,1,14,6,109349,1,3,3,1,7,Medium,3,2
998,27,36508,1,2,215087,0,2,1,182450,0,4,1,2,7,Medium,2,1
999,61,105166,0,2,282948,0,16,2,283809,0,4,4,3,11,High,5,3
1000,19,98916,0,2,228853,1,5,3,329619,0,4,1,3,8,Medium,1,3
1001,30,133710,1,2,312245,0,1,2,214534,1,4,1,2,7,Medium,2,4
1002,57,55699,0,4,196187,0,12,10,220911,0,1,3,2,6,Low,5,2
1003,19,66335,1,4,83363,1,19,7,52802,0,2,4,1,7,Medium,1,2
1004,37,66806,0,2,112904,1,10,1,82892,1,4,2,1,7,Medium,3,2
1005,18,97853,0,1,311844,1,12,9,437968,0,2,3,4,9,Medium,,3
1006,54,83768,0,0,119952,1,19,2,41362,1,4,4,1,9,Medium,4,2
1007,26,55739,1,3,344720,1,16,4,449206,1,3,4,4,11,High,2,2
1008,34,54785,0,0,24477,1,17,8,183198,0,2,4,2,8,Medium,2,2
1009,26,51980,0,3,283271,1,13,11,476376,1,1,3,4,8,Medium,2,2
1010,28,109335,1,3,222790,0,7,3,306482,0,4,2,3,9,Medium,2,3
1011,32,120719,1,2,31049,1,3,9,98004,0,2,1,1,4,Low,2,4
1012,41,114702,2,3,488279,1,5,7,363608,0,2,1,3,6,Low,3,3
1013,55,105016,0,2,17473,1,4,10,488542,0,1,1,4,6,Low,4,3
1014,52,21609,0,4,218317,1,15,3,419330,1,4,3,4,11,High,4,1
1015,47,86253,2,1,235582,1,17,3,230702,1,4,4,2,10,High,4,3
1016,48,105481,1,3,328980,1,12,5,7120,1,3,3,1,7,Medium,4,3
1017,22,111128,0,1,309608,1,14,5,377433,0,3,3,4,10,High,1,3
1018,61,48141,0,2,18714,0,4,10,499390,0,1,1,4,6,Low,5,1
1019,31,50009,1,3,328022,0,17,5,267929,1,3,4,3,10,High,2,1
1020,28,147581,0,0,432424,0,11,9,61925,0,2,3,1,6,Low,2,4
1021,26,130966,1,4,364625,1,6,9,333617,0,2,2,3,7,Medium,2,4
1022,51,26782,0,4,485320,1,4,6,113185,0,3,1,1,5,Low,4,1
1023,29,112072,0,3,472899,1,13,11,297113,1,1,3,3,7,Medium,2,3
1024,52,119352,1,4,217875,0,15,11,332380,0,1,3,3,7,Medium,4,4
1025,52,45933,0,0,308658,1,18,7,492039,0,2,4,4,10,High,4,1
1026,18,97154,0,1,101988,0,17,10,106416,0,1,4,1,6,Low,,3
1027,57,28307,0,0,272280,1,19,8,283441,0,2,4,3,9,Medium,5,1
1028,39,112207,0,4,103115,0,10,9,421032,0,2,2,4,8,Medium,3,3
1029,46,126209,1,1,36516,0,5,6,257458,1,3,1,3,7,Medium,4,4
1030,25,128297,1,0,344126,1,12,8,110741,0,2,3,1,6,Low,1,4
1031,28,95874,1,2,462094,2,15,2,468286,1,4,3,4,11,High,2,3
1032,58,58346,0,2,50099,1,4,10,145601,1,1,1,2,4,Low,5,2
1033,54,132138,0,1,357204,2,8,8,158085,0,2,2,2,6,Low,4,4
1034,31,70772,0,1,18188,0,17,11,35089,0,1,4,1,6,Low,2,2
1035,47,92084,2,1,242445,2,6,2,273315,0,4,2,3,9,Medium,4,3
1036,52,60149,1,2,116073,1,16,8,177301,1,2,4,2,8,Medium,4,2
1037,38,106700,1,0,318332,1,5,2,285018,0,4,1,3,8,Medium,3,3
1038,54,47526,0,1,391221,0,14,3,174881,0,4,3,2,9,Medium,4,1
1039,22,116758,0,2,10560,2,2,7,457681,0,2,1,4,7,Medium,1,3
1040,36,105712,0,1,113763,1,17,11,64024,0,1,4,1,6,Low,3,3
1041,31,148447,0,1,434613,1,6,9,288297,0,2,2,3,7,Medium,2,4
1042,43,88477,0,1,475409,1,11,3,109693,1,4,3,1,8,Medium,3,3
1043,21,25695,2,2,390795,0,2,5,164501,1,3,1,2,6,Low,1,1
1044,42,59169,0,0,305226,0,1,9,324897,1,2,1,3,6,Low,3,2
1045,62,67947,0,2,220448,1,5,7,404857,0,2,1,4,7,Medium,5,2
1046,59,67224,0,2,46430,1,8,2,178473,0,4,2,2,8,Medium,5,2
1047,42,65865,2,1,448738,1,4,5,356219,0,3,1,3,7,Medium,3,2
1048,35,45553,0,3,45397,1,19,5,423583,1,3,4,4,11,High,2,1
1049,57,124501,1,3,212932,0,5,9,419942,0,2,1,4,7,Medium,5,4
1050,25,80410,2,3,134189,1,5,2,251119,1,4,1,2,7,Medium,1,2
1051,56,123754,0,2,30247,1,16,1,9677,0,4,4,1,9,Medium,5,4
1052,57,110895,1,1,481310,0,18,4,10139,0,3,4,1,8,Medium,5,3
1053,31,44816,0,3,156015,1,11,4,324910,1,3,3,3,9,Medium,2,1
1054,49,75026,0,4,175532,1,17,1,160768,0,4,4,2,10,High,4,2
1055,55,70705,1,4,46986,0,3,10,187444,0,1,1,2,4,Low,4,2
1056,50,81922,1,4,311658,1,18,7,91049,0,2,4,1,7,Medium,4,2
1057,40,135700,0,0,216980,0,4,2,81693,0,4,1,1,6,Low,3,4
1058,32,93914,0,1,450601,1,19,11,324558,1,1,4,3,8,Medium,2,3
1059,50,21881,0,2,410847,0,9,9,411048,0,2,2,4,8,Medium,4,1
1060,42,59567,0,2,72008,1,5,7,134807,0,2,1,2,5,Low,3,2
1061,34,67365,0,1,163027,1,4,7,247631,0,2,1,2,5,Low,2,2
1062,50,147928,0,0,314511,1,16,1,262681,0,4,4,3,11,High,4,4
1063,64,99211,0,1,429018,2,10,9,340885,1,2,2,3,7,Medium,5,3
1064,19,90122,1,0,75408,2,9,10,403641,0,1,2,4,7,Medium,1,3
1065,31,45006,0,3,229155,1,16,9,8900,1,2,4,1,7,Medium,2,1
1066,57,61198,0,3,310485,1,17,2,344491,1,4,4,3,11,High,5,2
1067,57,42831,0,0,149763,1,18,10,210070,1,1,4,2,7,Medium,5,1
1068,56,120649,1,1,376930,1,15,9,393148,0,2,3,4,9,Medium,5,4
1069,23,36459,0,3,271897,0,9,2,391607,1,4,2,4,10,High,1,1
1070,23,52443,0,1,6833,1,6,2,296278,0,4,2,3,9,Medium,1,2
1071,20,62316,0,3,240304,0,6,8,218514,0,2,2,2,6,Low,1,2
1072,24,116131,1,1,275789,0,11,3,269961,1,4,3,3,10,High,1,3
1073,25,84486,0,1,241192,1,3,3,75486,0,4,1,1,6,Low,1,2
1074,59,25877,1,4,382572,0,12,7,171679,0,2,3,2,7,Medium,5,1
1075,32,59553,2,0,363121,1,15,10,248709,1,1,3,2,6,Low,2,2
1076,64,134137,1,2,45024,1,7,6,488025,1,3,2,4,9,Medium,5,4
1077,46,24922,1,0,253140,0,18,7,471243,0,2,4,4,10,High,4,1
1078,50,142778,0,1,113853,1,15,6,471766,0,3,3,4,10,High,4,4
1079,47,137018,0,1,216670,1,8,9,405907,1,2,2,4,8,Medium,4,4
1080,56,24686,2,0,145707,2,9,2,70978,0,4,2,1,7,Medium,5,1
1081,44,52766,0,1,156136,1,15,8,158850,0,2,3,2,7,Medium,3,2
1082,53,99943,0,3,14940,1,16,11,324298,0,1,4,3,8,Medium,4,3
1083,46,52006,1,1,302313,0,3,6,494631,0,3,1,4,8,Medium,4,2
1084,55,51422,0,0,345791,1,5,4,359339,0,3,1,3,7,Medium,4,1
1085,50,136590,0,0,245739,2,3,6,315932,1,3,1,3,7,Medium,4,4
1086,54,148886,0,0,50200,1,2,6,360183,0,3,1,3,7,Medium,4,4
1087,44,32205,0,4,192401,1,2,10,14413,0,1,1,1,3,Low,3,1
1088,50,106590,1,4,449374,0,4,3,119113,0,4,1,1,6,Low,4,3
1089,21,43527,0,4,165811,1,3,8,475393,0,2,1,4,7,Medium,1,1
1090,39,131483,0,4,244354,0,9,5,310544,1,3,2,3,8,Medium,3,4
1091,19,38443,0,4,153865,2,12,11,297043,1,1,3,3,7,Medium,1,1
1092,27,36524,1,4,88682,0,9,10,117683,0,1,2,1,4,Low,2,1
1093,22,136477,1,4,38677,1,19,11,490690,0,1,4,4,9,Medium,1,4
1094,27,48202,0,0,464512,1,12,4,50463,1,3,3,1,7,Medium,2,1
1095,50,85552,1,2,290166,2,16,2,268038,0,4,4,3,11,High,4,3
1096,55,66142,0,4,469364,1,1,10,115398,0,1,1,1,3,Low,4,2
1097,30,81692,2,0,499760,1,10,1,171093,0,4,2,2,8,Medium,2,2
1098,48,102384,0,2,163337,1,10,7,231544,0,2,2,2,6,Low,4,3
1099,64,40855,1,4,5530,1,4,10,232368,0,1,1,2,4,Low,5,1
1100,53,103747,0,2,276695,1,11,11,134611,1,1,3,2,6,Low,4,3
1101,62,80372,0,2,295538,2,11,3,498530,0,4,3,4,11,High,5,2
1102,41,45095,0,3,47987,1,11,3,355921,0,4,3,3,10,High,3,1
1103,32,58724,1,1,447200,1,6,3,313586,0,4,2,3,9,Medium,2,2
1104,46,69241,0,3,335240,0,15,10,386825,0,1,3,4,8,Medium,4,2
1105,25,123119,2,2,351241,1,2,3,230374,1,4,1,2,7,Medium,1,4
1106,22,72003,0,0,337783,0,3,2,222627,1,4,1,2,7,Medium,1,2
1107,46,88379,0,4,422306,1,5,6,426007,0,3,1,4,8,Medium,4,3
1108,64,114837,0,1,481673,2,11,10,265154,0,1,3,3,7,Medium,5,3
1109,21,111996,1,4,243841,1,12,3,487944,1,4,3,4,11,High,1,3
1110,29,117454,0,0,7781,0,3,1,241373,0,4,1,2,7,Medium,2,4
1111,62,114283,1,1,22330,1,9,10,492932,0,1,2,4,7,Medium,5,3
1112,19,35972,2,3,272401,1,3,9,48520,0,2,1,1,4,Low,1,1
1113,44,143805,2,2,63642,1,2,6,243613,0,3,1,2,6,Low,3,4
1114,48,113846,0,0,190321,2,6,6,370281,0,3,2,3,8,Medium,4,3
1115,53,42927,1,2,318807,1,6,10,34899,1,1,2,1,4,Low,4,1
1116,53,140589,1,2,39956,0,17,9,183874,0,2,4,2,8,Medium,4,4
1117,43,135657,0,4,240439,1,8,2,237310,1,4,2,2,8,Medium,3,4
1118,60,86630,1,0,282759,1,1,10,83107,0,1,1,1,3,Low,5,3
1119,44,124428,0,2,268025,1,8,9,398587,0,2,2,4,8,Medium,3,4
1120,22,142035,0,3,400063,0,15,3,35193,1,4,3,1,8,Medium,1,4
1121,37,72347,0,1,240975,0,18,3,458963,1,4,4,4,12,High,3,2
1122,28,119708,0,0,449343,2,13,3,216994,1,4,3,2,9,Medium,2,4
1123,27,146244,0,4,126265,2,8,1,110302,0,4,2,1,7,Medium,2,4
1124,57,108860,0,0,354790,1,18,10,281608,1,1,4,3,8,Medium,5,3
1125,55,106210,1,4,132148,0,13,7,350467,1,2,3,3,8,Medium,4,3
1126,23,89518,0,1,304480,1,14,10,222594,0,1,3,2,6,Low,1,3
1127,25,65283,0,3,86850,0,15,7,254706,1,2,3,3,8,Medium,1,2
1128,40,101326,0,2,100654,1,6,2,316169,0,4,2,3,9,Medium,3,3
1129,64,32205,0,0,176003,0,1,6,361331,0,3,1,3,7,Medium,5,1
1130,43,140243,1,4,442140,1,7,4,378854,0,3,2,4,9,Medium,3,4
1131,63,109874,0,1,290110,1,1,11,222665,1,1,1,2,4,Low,5,3
1132,60,32748,1,2,442239,1,15,7,428088,0,2,3,4,9,Medium,5,1
1133,29,41097,0,1,16320,1,6,7,81248,0,2,2,1,5,Low,2,1
1134,43,23092,1,3,456057,1,5,4,463213,0,3,1,4,8,Medium,3,1
1135,30,73311,0,2,70125,0,12,3,350071,0,4,3,3,10,High,2,2
1136,57,42692,0,2,465968,0,3,7,491674,0,2,1,4,7,Medium,5,1
1137,35,144954,1,2,227172,1,14,9,267811,0,2,3,3,8,Medium,2,4
1138,42,43862,0,4,240077,1,6,4,152397,1,3,2,2,7,Medium,3,1
1139,50,110396,1,2,488153,1,4,6,465198,0,3,1,4,8,Medium,4,3
1140,64,99507,1,1,122296,0,15,7,20890,0,2,3,1,6,Low,5,3
1141,57,100152,0,4,130355,1,17,10,162555,0,1,4,2,7,Medium,5,3
1142,60,90469,0,2,197930,1,5,3,228551,0,4,1,2,7,Medium,5,3
1143,29,24926,0,1,456930,1,6,5,228289,1,3,2,2,7,Medium,2,1
1144,61,111299,2,1,16780,1,10,1,436301,1,4,2,4,10,High,5,3
1145,53,23969,1,0,343374,1,9,6,258006,1,3,2,3,8,Medium,4,1
1146,21,55733,0,1,206417,1,4,5,368477,1,3,1,3,7,Medium,1,2
1147,22,89855,0,3,480314,1,9,7,308144,0,2,2,3,7,Medium,1,3
1148,54,61743,0,2,117696,1,8,9,149097,0,2,2,2,6,Low,4,2
1149,25,59876,1,2,496193,1,3,11,125580,0,1,1,1,3,Low,1,2
1150,59,127445,0,2,111075,1,1,4,34940,0,3,1,1,5,Low,5,4
1151,45,40323,0,1,258731,1,5,9,126878,1,2,1,1,4,Low,3,1
1152,48,36428,1,1,138001,1,3,6,124492,0,3,1,1,5,Low,4,1
1153,26,54578,0,2,362297,1,4,5,224371,0,3,1,2,6,Low,2,2
1154,46,106486,0,4,386666,0,19,2,291845,0,4,4,3,11,High,4,3
1155,31,128577,2,4,412460,1,15,1,87697,1,4,3,1,8,Medium,2,4
1156,57,84140,1,3,365559,0,19,8,46795,1,2,4,1,7,Medium,5,2
1157,58,146378,0,0,376859,1,16,6,265235,1,3,4,3,10,High,5,4
1158,39,127325,0,3,127636,1,8,7,95990,0,2,2,1,5,Low,3,4
1159,28,103829,0,2,382546,1,14,6,238865,1,3,3,2,8,Medium,2,3
1160,40,26364,0,2,391425,1,5,10,280259,0,1,1,3,5,Low,3,1
1161,18,148867,1,2,16116,1,1,7,437254,0,2,1,4,7,Medium,,4
1162,63,55349,0,0,224026,0,19,9,397989,0,2,4,4,10,High,5,2
1163,54,20691,1,1,479459,0,5,5,61433,0,3,1,1,5,Low,4,1
1164,38,146899,2,0,350445,1,3,1,51999,0,4,1,1,6,Low,3,4
1165,43,115598,0,3,434111,1,17,1,79564,0,4,4,1,9,Medium,3,3
1166,63,86467,0,1,214708,1,7,9,439700,1,2,2,4,8,Medium,5,3
1167,53,65896,0,1,28867,1,17,5,374891,0,3,4,3,10,High,4,2
1168,40,77062,2,3,376651,2,13,11,405904,0,1,3,4,8,Medium,3,2
1169,18,117266,1,1,6208,1,14,2,238617,0,4,3,2,9,Medium,,3
1170,57,99762,0,4,180157,2,12,3,258090,0,4,3,3,10,High,5,3
1171,32,33861,1,3,332716,1,11,1,243302,0,4,3,2,9,Medium,2,1
1172,38,116837,0,3,463450,1,1,6,290399,0,3,1,3,7,Medium,3,3
1173,64,133779,2,4,88748,1,3,6,267122,0,3,1,3,7,Medium,5,4
1174,26,108302,0,0,147324,1,12,3,84747,1,4,3,1,8,Medium,2,3
1175,26,121710,0,0,90261,1,9,3,480304,1,4,2,4,10,High,2,4
1176,27,83928,1,0,405222,1,2,7,444833,1,2,1,4,7,Medium,2,2
1177,43,126643,0,1,249443,1,14,1,440324,0,4,3,4,11,High,3,4
1178,58,135720,0,4,225667,1,5,5,439475,0,3,1,4,8,Medium,5,4
1179,52,103231,0,3,338027,1,3,3,82049,0,4,1,1,6,Low,4,3
1180,42,61347,0,3,37171,1,12,5,468785,1,3,3,4,10,High,3,2
1181,43,23121,0,3,33517,0,12,11,71057,1,1,3,1,5,Low,3,1
1182,28,103793,2,1,160346,0,7,4,494576,1,3,2,4,9,Medium,2,3
1183,55,48164,0,1,431793,1,1,6,259569,1,3,1,3,7,Medium,4,1
1184,19,45491,0,0,32648,1,3,9,477008,1,2,1,4,7,Medium,1,1
1185,24,79222,1,1,336798,1,11,2,293437,0,4,3,3,10,High,1,2
1186,35,43165,0,0,285054,0,13,10,35607,0,1,3,1,5,Low,2,1
1187,44,134250,0,0,262471,1,10,8,411009,0,2,2,4,8,Medium,3,4
1188,51,23748,1,3,214691,1,19,2,357557,1,4,4,3,11,High,4,1
1189,44,118581,1,1,54647,1,4,4,112148,0,3,1,1,5,Low,3,4
1190,34,46553,1,0,476939,0,5,9,303213,0,2,1,3,6,Low,2,1
1191,60,136547,1,4,5424,1,11,4,353223,0,3,3,3,9,Medium,5,4
1192,61,80380,0,4,187971,1,9,7,425429,0,2,2,4,8,Medium,5,2
1193,41,64331,2,1,31641,1,13,11,154735,0,1,3,2,6,Low,3,2
1194,42,116033,0,3,432966,1,17,5,47582,0,3,4,1,8,Medium,3,3
1195,24,116844,1,3,389560,0,15,2,462910,0,4,3,4,11,High,1,3
1196,23,140617,0,0,479670,1,13,8,361670,0,2,3,3,8,Medium,1,4
1197,41,59560,2,1,159226,2,11,11,170521,1,1,3,2,6,Low,3,2
1198,50,73865,1,4,184238,1,1,10,280260,1,1,1,3,5,Low,4,2
1199,46,66686,1,0,410208,1,8,10,365539,0,1,2,3,6,Low,4,2
1200,60,95910,0,0,301145,0,5,2,8706,0,4,1,1,6,Low,5,3
1201,39,24675,0,2,19546,1,16,3,283291,0,4,4,3,11,High,3,1
1202,43,86706,1,1,177596,1,4,10,497480,0,1,1,4,6,Low,3,3
1203,45,126985,1,0,466771,1,19,7,156615,0,2,4,2,8,Medium,3,4
1204,38,129021,0,4,6304,0,18,5,104147,1,3,4,1,8,Medium,3,4
1205,24,144062,2,2,127722,1,2,10,250978,1,1,1,2,4,Low,1,4
1206,34,147359,1,4,379592,0,13,11,13895,0,1,3,1,5,Low,2,4
1207,37,97986,0,3,447500,1,16,3,329202,0,4,4,3,11,High,3,3
1208,58,96216,1,2,349512,2,8,2,420628,0,4,2,4,10,High,5,3
1209,37,30068,0,2,93327,1,19,11,431230,0,1,4,4,9,Medium,3,1
1210,39,74460,0,0,277166,1,3,6,280395,0,3,1,3,7,Medium,3,2
1211,45,120766,0,3,211958,1,19,10,264544,0,1,4,3,8,Medium,3,4
1212,57,66418,0,0,82354,2,17,1,377677,1,4,4,4,12,High,5,2
1213,24,46206,1,1,431833,0,9,8,272253,1,2,2,3,7,Medium,1,1
1214,18,148180,0,4,125045,1,17,5,291776,0,3,4,3,10,High,,4
1215,49,20287,1,4,336642,1,1,5,231348,0,3,1,2,6,Low,4,1
1216,30,42337,1,0,194896,1,4,2,148223,0,4,1,2,7,Medium,2,1
1217,47,40666,1,4,128780,1,15,7,182237,1,2,3,2,7,Medium,4,1
1218,40,136595,0,4,206462,1,12,5,60276,0,3,3,1,7,Medium,3,4
1219,36,21161,1,1,39307,1,17,8,231341,0,2,4,2,8,Medium,3,1
1220,49,134817,0,3,252659,1,12,5,273469,0,3,3,3,9,Medium,4,4
1221,47,141025,0,2,265956,1,16,9,486443,0,2,4,4,10,High,4,4
1222,46,120667,0,0,466696,0,13,5,99964,0,3,3,1,7,Medium,4,4
1223,62,110071,0,0,124645,1,11,3,473802,0,4,3,4,11,High,5,3
1224,46,118064,1,1,420543,1,15,2,6912,0,4,3,1,8,Medium,4,4
1225,47,58751,0,1,270388,1,16,5,435205,0,3,4,4,11,High,4,2
1226,33,102063,1,2,420936,1,6,10,274518,0,1,2,3,6,Low,2,3
1227,57,126511,0,3,30090,1,11,10,300178,0,1,3,3,7,Medium,5,4
1228,36,109389,0,0,331421,1,15,5,249065,1,3,3,2,8,Medium,3,3
1229,35,34758,2,1,116559,1,5,6,90402,0,3,1,1,5,Low,2,1
1230,18,85780,1,0,104895,1,3,2,444894,0,4,1,4,9,Medium,,3
1231,31,135614,0,4,127641,2,2,5,96792,1,3,1,1,5,Low,2,4
1232,64,23178,0,0,446752,1,1,1,360449,0,4,1,3,8,Medium,5,1
1233,19,51831,0,3,274999,1,15,3,55683,0,4,3,1,8,Medium,1,2
1234,45,22176,0,3,258555,0,2,3,146270,0,4,1,2,7,Medium,3,1
1235,47,123306,1,0,390107,1,6,3,361961,1,4,2,3,9,Medium,4,4
1236,55,53654,1,4,254502,1,12,3,468316,1,4,3,4,11,High,4,2
1237,21,143220,0,3,263845,1,16,8,132776,1,2,4,2,8,Medium,1,4
1238,18,46627,2,1,383959,1,14,1,173068,1,4,3,2,9,Medium,,1
1239,25,72550,0,0,399817,1,4,6,196866,0,3,1,2,6,Low,1,2
1240,46,132025,0,4,430168,1,8,6,143227,1,3,2,2,7,Medium,4,4
1241,56,64910,0,1,116113,0,12,1,315096,0,4,3,3,10,High,5,2
1242,20,110417,1,0,317518,1,14,1,128899,1,4,3,2,9,Medium,1,3
1243,49,78251,0,4,403906,1,13,3,496837,0,4,3,4,11,High,4,2
1244,27,55422,0,1,17521,1,5,8,195016,1,2,1,2,5,Low,2,2
1245,27,31984,0,3,105146,1,12,6,202318,0,3,3,2,8,Medium,2,1
1246,36,109312,0,0,212091,1,10,4,278532,1,3,2,3,8,Medium,3,3
1247,63,81386,1,0,406274,0,19,5,79178,0,3,4,1,8,Medium,5,2
1248,51,103291,0,3,149776,0,13,10,31457,1,1,3,1,5,Low,4,3
1249,50,27135,0,2,63933,1,9,3,154199,0,4,2,2,8,Medium,4,1
1250,40,20320,1,1,76101,1,11,11,170163,0,1,3,2,6,Low,3,1
1251,45,122958,2,3,48856,0,5,11,16752,0,1,1,1,3,Low,3,4
1252,49,114171,2,0,42256,1,13,6,56832,1,3,3,1,7,Medium,4,3
1253,24,41684,0,1,324496,1,10,6,9237,1,3,2,1,6,Low,1,1
1254,46,75913,0,1,263660,1,18,6,139123,1,3,4,2,9,Medium,4,2
1255,25,108774,0,2,428831,2,15,9,231777,0,2,3,2,7,Medium,1,3
1256,18,41889,0,0,126638,1,12,10,200418,1,1,3,2,6,Low,,1
1257,20,115849,2,4,243282,0,4,11,484800,1,1,1,4,6,Low,1,3
1258,41,118071,0,2,269071,1,5,8,48311,0,2,1,1,4,Low,3,4
1259,40,68899,0,2,413728,1,8,6,286232,1,3,2,3,8,Medium,3,2
1260,25,144011,0,4,275445,1,5,2,272819,0,4,1,3,8,Medium,1,4
1261,64,30770,0,4,91849,1,1,4,437771,1,3,1,4,8,Medium,5,1
1262,54,59321,1,2,210065,0,18,6,269784,0,3,4,3,10,High,4,2
1263,20,105962,0,1,469244,1,19,9,330472,0,2,4,3,9,Medium,1,3
1264,50,129863,0,3,335903,1,19,11,17317,1,1,4,1,6,Low,4,4
1265,45,61777,0,3,355191,1,10,2,180480,1,4,2,2,8,Medium,3,2
1266,64,66250,0,2,354135,1,9,6,266460,0,3,2,3,8,Medium,5,2
1267,25,93034,0,1,330202,1,1,10,111442,0,1,1,1,3,Low,1,3
1268,51,124940,1,4,497474,1,3,11,108666,0,1,1,1,3,Low,4,4
1269,52,60130,0,2,463142,1,13,10,38462,0,1,3,1,5,Low,4,2
1270,49,101931,1,0,421650,2,6,10,484389,1,1,2,4,7,Medium,4,3
1271,41,69346,2,1,297485,1,6,7,80921,0,2,2,1,5,Low,3,2
1272,31,22537,2,0,374989,0,18,8,455899,0,2,4,4,10,High,2,1
1273,49,104762,2,0,413223,1,5,9,20201,0,2,1,1,4,Low,4,3
1274,63,35216,0,2,367022,1,17,5,301680,0,3,4,3,10,High,5,1
1275,60,104149,0,1,162871,1,3,9,160739,0,2,1,2,5,Low,5,3
1276,33,23009,0,0,322964,0,5,9,201779,0,2,1,2,5,Low,2,1
1277,21,109904,1,1,413890,1,3,11,302661,0,1,1,3,5,Low,1,3
1278,54,49327,2,3,413642,0,13,7,171942,1,2,3,2,7,Medium,4,1
1279,38,34209,1,0,470847,1,15,2,382452,1,4,3,4,11,High,3,1
1280,31,68443,0,0,311935,1,17,8,380055,1,2,4,4,10,High,2,2
1281,48,35029,2,1,225712,1,15,5,42982,0,3,3,1,7,Medium,4,1
1282,35,87613,0,3,8255,1,5,11,194404,0,1,1,2,4,Low,2,3
1283,24,99443,0,0,169898,1,14,8,37844,0,2,3,1,6,Low,1,3
1284,27,76997,0,2,498477,0,11,2,351262,1,4,3,3,10,High,2,2
1285,24,122171,0,1,486784,0,14,7,140309,1,2,3,2,7,Medium,1,4
1286,50,134456,0,1,272088,0,7,5,128110,1,3,2,2,7,Medium,4,4
1287,40,82559,0,0,436042,0,3,4,166537,0,3,1,2,6,Low,3,2
1288,38,84892,0,3,297641,2,10,10,273171,0,1,2,3,6,Low,3,2
1289,36,90409,1,0,294867,2,11,6,214849,0,3,3,2,8,Medium,3,3
1290,36,28635,1,4,433503,1,6,5,408583,0,3,2,4,9,Medium,3,1
1291,53,53065,1,0,278989,1,5,6,425699,0,3,1,4,8,Medium,4,2
1292,46,131399,0,4,356977,1,13,9,453223,0,2,3,4,9,Medium,4,4
1293,35,140544,1,2,466322,1,12,1,85567,0,4,3,1,8,Medium,2,4
1294,19,127340,2,1,360183,2,19,11,367992,0,1,4,3,8,Medium,1,4
1295,18,53783,0,1,471202,1,19,1,233631,0,4,4,2,10,High,,2
1296,64,54152,0,3,221879,1,5,6,461484,0,3,1,4,8,Medium,5,2
1297,22,78741,0,0,242079,1,9,2,98724,1,4,2,1,7,Medium,1,2
1298,37,127049,0,2,60569,1,4,8,119675,0,2,1,1,4,Low,3,4
1299,28,71502,1,4,86434,1,15,7,499377,1,2,3,4,9,Medium,2,2
1300,59,49092,1,3,215997,1,3,6,498073,1,3,1,4,8,Medium,5,1
1301,19,37653,0,2,249790,1,7,4,76810,1,3,2,1,6,Low,1,1
1302,20,117999,1,2,423679,1,14,9,461140,0,2,3,4,9,Medium,1,4
1303,40,119564,1,4,267888,1,14,7,476308,0,2,3,4,9,Medium,3,4
1304,29,60469,2,4,486556,1,9,7,130545,0,2,2,2,6,Low,2,2
1305,37,143064,0,1,434498,1,3,5,57892,0,3,1,1,5,Low,3,4
1306,22,106483,2,0,57082,1,9,1,374601,1,4,2,3,9,Medium,1,3
1307,54,141585,0,3,452905,1,4,2,199106,0,4,1,2,7,Medium,4,4
1308,55,79754,0,0,343551,0,17,8,432611,0,2,4,4,10,High,4,2
1309,47,49978,0,3,84072,1,6,11,424759,1,1,2,4,7,Medium,4,1
1310,26,107592,0,2,486849,0,16,5,82059,0,3,4,1,8,Medium,2,3
1311,51,114543,1,4,331910,0,18,2,6074,0,4,4,1,9,Medium,4,3
1312,61,63169,0,4,70711,0,13,5,483340,0,3,3,4,10,High,5,2
1313,52,68287,0,2,270361,1,7,8,412206,0,2,2,4,8,Medium,4,2
1314,39,74745,0,2,478858,1,3,4,495280,0,3,1,4,8,Medium,3,2
1315,61,130168,1,3,428575,1,6,3,481164,1,4,2,4,10,High,5,4
1316,41,133985,0,2,117000,1,3,5,87567,0,3,1,1,5,Low,3,4
1317,34,140843,1,3,320653,2,12,7,312937,0,2,3,3,8,Medium,2,4
1318,27,25543,0,0,460186,1,5,2,216445,1,4,1,2,7,Medium,2,1
1319,47,76392,0,4,289501,2,17,1,305215,0,4,4,3,11,High,4,2
1320,63,41067,0,4,309498,0,10,11,249120,0,1,2,2,5,Low,5,1
1321,40,71033,0,4,305714,1,7,5,24546,1,3,2,1,6,Low,3,2
1322,49,65256,0,0,12034,1,4,7,313659,0,2,1,3,6,Low,4,2
1323,34,110633,0,0,21263,1,10,8,444091,0,2,2,4,8,Medium,2,3
1324,34,128383,2,1,440396,1,7,11,415502,1,1,2,4,7,Medium,2,4
1325,31,129048,1,3,186171,1,11,8,134212,0,2,3,2,7,Medium,2,4
1326,26,89345,0,3,210384,2,8,10,189291,0,1,2,2,5,Low,2,3
1327,57,42191,0,1,80348,1,8,9,145767,1,2,2,2,6,Low,5,1
1328,19,106803,1,4,90275,1,5,11,173916,0,1,1,2,4,Low,1,3
1329,62,92742,0,3,425141,1,5,11,16054,0,1,1,1,3,Low,5,3
